"reefName","cotsPerTowMeanImput","cotsPerTowMedianImput","cotsPerTowMaxImput","x","y","area"
"U/N Reef (21-256)",NaN,NaN,NaN,152.48065186,-21.35416222,9469838.85
"U/N Reef (21-257)",NaN,NaN,NaN,152.14225769,-21.36036682,1008038.197
"Lower Reef (21-355)",NaN,NaN,NaN,149.70275879,-21.79821014,23843.45301
"Innes Reef (21-356)",NaN,NaN,NaN,149.78819275,-21.8157444,197135.0309
"Sandy Shoal (North) (21-358a)",NaN,NaN,NaN,149.55975342,-21.82880592,908103.8087
"Sandy Shoal (South) (21-358b)",NaN,NaN,NaN,149.54400635,-21.84738541,1022388.467
"George Reef (21-359)",NaN,NaN,NaN,149.82377625,-21.83037949,467643.418
"Poynter Reef (21-360)",NaN,NaN,NaN,149.79214478,-21.83708763,2774448.965
"U/N Reef (21-081)",NaN,NaN,NaN,150.88285828,-21.22441864,6313347.728
"U/N Reef (21-082)",NaN,NaN,NaN,150.89659119,-21.24571228,4953733.312
"U/N Reef (21-083)",NaN,NaN,NaN,150.91246033,-21.25756645,679209.2843
"U/N Reef (21-084)",NaN,NaN,NaN,150.93057251,-21.27771568,1196924.35
"U/N Reef (21-085)",NaN,NaN,NaN,150.93640137,-21.30824661,498067.8282
"Paul Reef (21-086)",NaN,NaN,NaN,150.7849884,-21.33171272,106832179
"Twin Cays Reef (North) (21-166)",NaN,NaN,NaN,151.98399353,-21.21507835,1330060.834
"U/N Reef (21-167)",NaN,NaN,NaN,151.54231262,-21.23272514,11091848.06
"Twin Cays Reef (South) (21-168)",NaN,NaN,NaN,151.98223877,-21.22678185,1559407.698
"U/N Reef (21-169)",NaN,NaN,NaN,151.69029236,-21.23905563,816848.8279
"U/N Reef (21-170)",NaN,NaN,NaN,151.66825867,-21.24411583,2115481.754
"U/N Reef (21-171)",NaN,NaN,NaN,151.55541992,-21.25293922,5733826.217
"Mystery Reef (21-258)",NaN,NaN,NaN,152.01708984,-21.37743568,11814223.09
"U/N Reef (21-259)",NaN,NaN,NaN,152.21121216,-21.39242363,1209166.697
"U/N Reef (21-260)",NaN,NaN,NaN,152.24992371,-21.39717484,24327270.41
"North Patch (21-361)",NaN,NaN,NaN,149.63719177,-21.8423214,1315357.257
"Alexandra Reefs (21-362)",NaN,NaN,NaN,149.62112427,-21.85416031,484100.8084
"South Patch (21-363)",NaN,NaN,NaN,149.61317444,-21.86392403,180536.8065
"Lake Shoals (21-364)",NaN,NaN,NaN,149.87661743,-21.89964867,9762421.265
"Drumfish Shoal (East) (21-365a)",NaN,NaN,NaN,149.64256287,-21.91065788,304467.9917
"Drumfish Shoal (West) (21-365b)",NaN,NaN,NaN,149.63064575,-21.91459274,305551.4291
"Fanning Shoal (21-366)",NaN,NaN,NaN,149.51062012,-21.92835236,1984245.269
"U/N Reef (21-087)",NaN,NaN,NaN,150.97479248,-21.38442421,106694070.1
"U/N Reef (21-088)",NaN,NaN,NaN,151.32525635,-21.0243988,3955740.034
"U/N Reef (21-089)",NaN,NaN,NaN,151.41497803,-21.01283455,4527366.562
"U/N Reef (21-090)",NaN,NaN,NaN,151.44517517,-21.01016045,27326.16669
"U/N Reef (21-091)",NaN,NaN,NaN,151.55450439,-21.04234505,940480.1284
"U/N Reef (21-092)",NaN,NaN,NaN,151.16288757,-21.01262283,1477747.957
"Riptide Reef (21-172)",NaN,NaN,NaN,151.8458252,-21.24135208,1810865.871
"Mullers Reef (21-173)",NaN,NaN,NaN,151.55389404,-21.2991333,49257923.27
"U/N Reef (21-174)",NaN,NaN,NaN,151.67955017,-21.29241371,9678704.866
"U/N Reef (21-175)",NaN,NaN,NaN,151.63769531,-21.32159424,5323990.635
"U/N Reef (21-261)",NaN,NaN,NaN,152.36257935,-21.41420746,4194943.434
"U/N Reef (21-262a)",NaN,NaN,NaN,152.44444275,-21.41273308,2982696.179
"U/N Reef (21-262b)",NaN,NaN,NaN,152.43234253,-21.42036247,24463.216
"U/N Reef (21-263)",NaN,NaN,NaN,152.49061584,-21.41230583,4956901.221
"U/N Reef (21-264)",NaN,NaN,NaN,152.39929199,-21.42409325,8635915.388
"Red Clay Reef (21-367)",NaN,NaN,NaN,149.64859009,-21.93179321,2440369.969
"Boomerang Shoals (21-368)",NaN,NaN,NaN,149.9609375,-21.91851616,6896853.56
"Middle Shoal (21-369)",NaN,NaN,NaN,149.73028564,-21.94313431,2154165.691
"Beware Reef (21-370)",NaN,NaN,NaN,149.66061401,-21.95002556,1343373.851
"Bald Reef (21-372)",NaN,NaN,NaN,149.57846069,-21.95653534,73068.23939
"Reef Islet Reef (21-373)",NaN,NaN,NaN,149.59939575,-21.95823097,861101.6413
"U/N Reef (21-093)",NaN,NaN,NaN,151.10321045,-21.02966309,2576091.955
"U/N Reef (21-094)",NaN,NaN,NaN,151.15153503,-21.03481483,3480605.37
"U/N Reef (21-095)",NaN,NaN,NaN,151.28015137,-21.04209328,1663972.903
"U/N Reef (21-096)",NaN,NaN,NaN,151.40861511,-21.03702354,370489.9397
"U/N Reef (21-097)",NaN,NaN,NaN,151.48088074,-21.03940582,3522491.122
"U/N Reef (21-098)",NaN,NaN,NaN,151.42097473,-21.04194641,89776.10074
"U/N Reef (21-099)",NaN,NaN,NaN,151.37936401,-21.04962921,519158.6044
"U/N Reef (21-100)",NaN,NaN,NaN,151.07112122,-21.07071495,641831.6222
"U/N Reef (21-176)",NaN,NaN,NaN,151.59999084,-21.33385468,579830.5452
"U/N Reef (21-177)",NaN,NaN,NaN,151.70314026,-21.33298302,1625049.408
"U/N Reef (21-178)",NaN,NaN,NaN,151.6232605,-21.33740425,2631272.487
"U/N Reef (21-179)",NaN,NaN,NaN,151.72419739,-21.34738159,3055878.45
"U/N Reef (21-180)",NaN,NaN,NaN,151.82653809,-21.34622002,7649751.847
"U/N Reef (21-181)",NaN,NaN,NaN,151.8578949,-21.37122536,7458412.772
"U/N Reef (21-265)",NaN,NaN,NaN,152.33422852,-21.43022156,5916769.381
"U/N Reef (21-266)",NaN,NaN,NaN,152.12767029,-21.43675041,9418545.46
"U/N Reef (21-267)",NaN,NaN,NaN,152.40390015,-21.45225143,2113452.992
"U/N Reef (21-268)",NaN,NaN,NaN,152.4563446,-21.44384193,599726.862
"U/N Reef (21-269)",NaN,NaN,NaN,152.43959045,-21.4658432,2713289.78
"West Reef (21-374)",NaN,NaN,NaN,149.67950439,-21.95907402,497223.0326
"Holt Shoal (21-375)",NaN,NaN,NaN,149.81948853,-21.96968269,5704756.773
"Channel Island Reef (21-377)",NaN,NaN,NaN,149.89337158,-21.97016716,591288.1357
"Aquila Reef (21-378)",NaN,NaN,NaN,149.5740509,-21.98191833,3012876.938
"Avoid Reef (21-379)",NaN,NaN,NaN,149.66387939,-21.9777813,4567677.716
"U/N Reef (21-101)",NaN,NaN,NaN,151.52836609,-21.01545143,19845517.43
"U/N Reef (21-829a)",NaN,NaN,NaN,150.93760681,-21.64868546,21533091.94
"U/N Reef (21-829b)",NaN,NaN,NaN,150.94543457,-21.66374779,95944.98903
"U/N Reef (21-829c)",NaN,NaN,NaN,150.912323,-21.67321968,146821.4721
"U/N Reef (21-102)",NaN,NaN,NaN,151.43367004,-21.07152939,110941.0255
"U/N Reef (21-103)",NaN,NaN,NaN,151.36907959,-21.07945442,1274461.671
"U/N Reef (21-182)",NaN,NaN,NaN,151.67344666,-21.37717247,6334888.211
"U/N Reef (21-183)",NaN,NaN,NaN,151.71105957,-21.37382126,1633754.495
"U/N Reef (21-184)",NaN,NaN,NaN,151.69519043,-21.3809948,1274459.488
"U/N Reef (21-185)",NaN,NaN,NaN,151.90176392,-21.3990097,1277192.536
"U/N Reef (21-186)",0.0068342151675485,0,0.0416666666666667,151.79299927,-21.41065025,13602022.74
"U/N Reef (21-187)",0.168045101155305,0.0529891304347826,0.642857142857143,151.64750671,-21.41942215,17119863.37
"U/N Reef (21-270)",NaN,NaN,NaN,152.3843689,-21.47239113,12659538.78
"U/N Reef (21-271)",NaN,NaN,NaN,152.13250732,-21.49270248,1992250.497
"U/N Reef (21-272)",NaN,NaN,NaN,152.20695496,-21.49954224,2341371.168
"U/N Reef (21-273)",NaN,NaN,NaN,152.57675171,-21.02282333,3638167.882
"Perkins Reef (21-274)",NaN,NaN,NaN,152.62423706,-21.03944397,8011767.4
"U/N Reef (21-275)",NaN,NaN,NaN,152.56225586,-21.06020164,1896358.852
"Park Shoal (21-380)",NaN,NaN,NaN,149.87963867,-21.98472214,11978461.98
"Falcon Island Reef (21-381)",NaN,NaN,NaN,149.87854004,-21.98041344,99122.09621
"Turn Island Reef (21-382)",NaN,NaN,NaN,149.8117981,-21.98962402,1512765.914
"Race Rocks Reef (21-383)",NaN,NaN,NaN,149.84802246,-21.98963737,1028779.785
"U/N Reef (21-104)",0,0,0,151.23789978,-21.09609222,18728997.45
"U/N Reef (21-105)",NaN,NaN,NaN,151.46958923,-21.10521126,326991.2084
"U/N Reef (21-106)",NaN,NaN,NaN,151.22644043,-21.12143517,440413.3744
"U/N Reef (21-107)",NaN,NaN,NaN,151.2114563,-21.1216011,2822555.197
"U/N Reef (21-108)",NaN,NaN,NaN,151.13813782,-21.12225151,1646540.063
"U/N Reef (21-109)",NaN,NaN,NaN,151.07345581,-21.12340164,4801262.504
"U/N Reef (21-110)",NaN,NaN,NaN,151.17784119,-21.13773155,4655656.958
"U/N Reef (21-111)",NaN,NaN,NaN,151.35295105,-21.13946915,1391833.651
"U/N Reef (21-112)",NaN,NaN,NaN,151.30392456,-21.15625381,130506.4063
"U/N Reef (21-188)",NaN,NaN,NaN,151.58621216,-21.44426346,13239016.07
"U/N Reef (21-189)",NaN,NaN,NaN,151.67486572,-21.45179367,5802267.31
"U/N Reef (21-190)",NaN,NaN,NaN,151.91407776,-21.44425201,7748089.574
"U/N Reef (21-191)",NaN,NaN,NaN,151.85289001,-21.46036911,922299.4896
"U/N Reef (21-192)",NaN,NaN,NaN,152.46875,-21.00935173,3990087.281
"U/N Reef (21-276)",NaN,NaN,NaN,152.54962158,-21.05856705,644282.6983
"U/N Reef (21-277)",NaN,NaN,NaN,152.53425598,-21.07284927,871270.8762
"U/N Reef (21-278)",0,0,0,152.54450989,-21.10451126,3583276.24
"U/N Reef (21-279)",NaN,NaN,NaN,152.51489258,-21.1144886,1995451.191
"Elusive Reef (21-280)",NaN,NaN,NaN,152.77561951,-21.10882568,34918600.52
"U/N Reef (21-281)",NaN,NaN,NaN,152.62947083,-21.11810875,9124357.851
"Pine Peak Reef (21-386)",NaN,NaN,NaN,150.25845337,-21.51895905,518435.4008
"Sphinx Reef (21-387)",NaN,NaN,NaN,150.15148926,-21.52507019,373908.224
"Middle Island Reef (21-389)",NaN,NaN,NaN,150.24728394,-21.61848259,350106.8835
"U/N Reef (21-113a)",NaN,NaN,NaN,151.35520935,-21.16419983,1056774.765
"U/N Reef (21-113b)",NaN,NaN,NaN,151.37193298,-21.15917587,1287760.762
"U/N Reef (21-113c)",NaN,NaN,NaN,151.36351013,-21.16161156,1381728.628
"U/N Reef (21-113d)",NaN,NaN,NaN,151.36010742,-21.17233086,1205392.196
"U/N Reef (21-113e)",NaN,NaN,NaN,151.37101746,-21.17122078,1553732.894
"U/N Reef (21-114a)",NaN,NaN,NaN,151.42947388,-21.16376495,438386.2941
"U/N Reef (21-114b)",NaN,NaN,NaN,151.42990112,-21.17124176,680197.4593
"U/N Reef (21-114c)",NaN,NaN,NaN,151.43481445,-21.16818047,809574.498
"U/N Reef (21-115)",NaN,NaN,NaN,151.0368042,-21.17749405,22014489.17
"U/N Reef (21-116)",NaN,NaN,NaN,151.01277161,-21.21458054,2747241.941
"U/N Reef (21-193)",NaN,NaN,NaN,152.48942566,-21.00729179,1013919.287
"U/N Reef (21-194)",NaN,NaN,NaN,152.20040894,-21.01859093,480420.1618
"U/N Reef (21-195)",NaN,NaN,NaN,152.23452759,-21.02047348,1050615.735
"U/N Reef (21-196)",NaN,NaN,NaN,152.07595825,-21.03339767,1233059.624
"U/N Reef (21-197)",NaN,NaN,NaN,152.09532166,-21.04187202,3493428.647
"U/N Reef (21-198)",NaN,NaN,NaN,152.20246887,-21.05153275,5211796.591
"U/N Reef (21-199)",NaN,NaN,NaN,152.18943787,-21.06671333,2896318.336
"U/N Reef (21-200)",NaN,NaN,NaN,152.23136902,-21.06274033,3763779.324
"U/N Reef (21-282)",NaN,NaN,NaN,152.65705872,-21.1017971,2756810.184
"U/N Reef (21-283)",NaN,NaN,NaN,152.50035095,-21.13907242,1147968.523
"Ron Taylor Reef (21-284)",NaN,NaN,NaN,152.52792358,-21.13741684,1582580.14
"U/N Reef (21-285)",NaN,NaN,NaN,152.54450989,-21.13903236,2548923.604
"U/N Reef (21-286)",NaN,NaN,NaN,152.51199341,-21.17564964,5331318.919
"U/N Reef (21-287)",NaN,NaN,NaN,152.58502197,-21.17240524,673925.4362
"U/N Reef (21-288)",NaN,NaN,NaN,152.60574341,-21.16286278,148248.0264
"Pine Islets Reef (21-391)",NaN,NaN,NaN,150.22001648,-21.65265083,220344.6882
"Pine Islets (No 4) (21-391d)",NaN,NaN,NaN,150.22433472,-21.65774345,8314.880192
"Walter Reef (21-392)",NaN,NaN,NaN,150.34048462,-21.65066719,216450.4621
"North East Reef (21-394)",NaN,NaN,NaN,150.33010864,-21.66446686,1137519.383
"U/N Reef (21-117)",NaN,NaN,NaN,151.21272278,-21.19371223,15724896.11
"U/N Reef (21-118)",NaN,NaN,NaN,151.27482605,-21.20157433,4588208.875
"U/N Reef (21-119)",NaN,NaN,NaN,151.19476318,-21.21636391,5532454.625
"U/N Reef (21-120)",NaN,NaN,NaN,151.41723633,-21.21245384,800674.1996
"U/N Reef (21-121)",NaN,NaN,NaN,151.39891052,-21.24043465,3332179.605
"U/N Reef (21-122)",NaN,NaN,NaN,151.29815674,-21.24813652,1298298.067
"U/N Reef (21-123)",NaN,NaN,NaN,151.18199158,-21.25587273,4435618.38
"U/N Reef (21-201)",NaN,NaN,NaN,152.46444702,-21.06417274,1142122.267
"U/N Reef (21-202)",NaN,NaN,NaN,152.2013855,-21.07513428,3934591.697
"U/N Reef (21-203)",NaN,NaN,NaN,152.23768616,-21.08632278,902775.4145
"U/N Reef (21-204)",NaN,NaN,NaN,152.28117371,-21.08605957,1394385.172
"U/N Reef (21-205)",NaN,NaN,NaN,152.50106812,-21.08626938,1028765.116
"U/N Reef (21-206)",NaN,NaN,NaN,152.48829651,-21.10110664,2018077.72
"U/N Reef (21-207)",NaN,NaN,NaN,152.14338684,-21.0894146,814996.0489
"U/N Reef (21-289a)",NaN,NaN,NaN,152.59512329,-21.18595886,13463027.87
"U/N Reef (21-289b)",NaN,NaN,NaN,152.54734802,-21.1842041,414994.678
"U/N Reef (21-290)",NaN,NaN,NaN,152.52255249,-21.20072746,4836586.827
"U/N Reef (21-291)",NaN,NaN,NaN,152.54641724,-21.20467186,123408.6814
"U/N Reef (21-292)",NaN,NaN,NaN,152.54269409,-21.22770309,592088.1875
"U/N Reef (21-293)",NaN,NaN,NaN,152.56156921,-21.22248077,1137257.565
"U/N Reef (99-462a)",NaN,NaN,NaN,142.198349,-10.55118656,7198924.368
"U/N Reef (99-462b)",NaN,NaN,NaN,142.22555542,-10.54458332,917328.1942
"U/N Reef (99-463)",NaN,NaN,NaN,142.17610168,-10.54168606,94574.44271
"U/N Reef (99-464)",NaN,NaN,NaN,143.51655579,-10.54308128,6322746.866
"U/N Reef (99-465)",NaN,NaN,NaN,143.91207886,-10.54318714,3165943.892
"U/N Reef (99-466)",NaN,NaN,NaN,143.70106506,-10.54388714,3208083.237
"U/N Reef (99-467)",NaN,NaN,NaN,143.73916626,-10.54464149,1150012.244
"U/N Reef (99-468)",NaN,NaN,NaN,142.23826599,-10.54471874,42116.32018
"U/N Reef (99-469)",NaN,NaN,NaN,142.34805298,-10.54893208,1571334.243
"U/N Reef (99-470)",NaN,NaN,NaN,142.37658691,-10.55236149,272434.1466
"U/N Reef (99-471)",NaN,NaN,NaN,142.23469543,-10.55305958,433716.4127
"U/N Reef (99-472)",NaN,NaN,NaN,143.4876709,-10.55386734,314603.4578
"U/N Reef (99-473)",NaN,NaN,NaN,142.32878113,-10.55666637,451997.3173
"U/N Reef (99-474)",NaN,NaN,NaN,143.92114258,-10.55549526,3548328.375
"Bayag Reef (99-475)",NaN,NaN,NaN,143.25144958,-10.56016731,8236325.321
"U/N Reef (99-476)",NaN,NaN,NaN,142.16014099,-10.56311417,2319487.607
"U/N Reef (99-477)",NaN,NaN,NaN,143.46289063,-10.563797,2241384.368
"U/N Reef (99-478)",NaN,NaN,NaN,143.41401672,-10.56578922,5478585.718
"U/N Reef (99-479a)",NaN,NaN,NaN,142.20906067,-10.58542156,845915.8995
"U/N Reef (99-479b)",NaN,NaN,NaN,142.21627808,-10.57439137,251384.4462
"U/N Reef (99-479c)",NaN,NaN,NaN,142.2286377,-10.57008934,223709.9538
"U/N Reef (99-480)",NaN,NaN,NaN,143.91508484,-10.57259083,5816422.395
"U/N Reef (99-481)",NaN,NaN,NaN,142.17596436,-10.5741806,553399.0438
"U/N Reef (99-482)",NaN,NaN,NaN,143.92538452,-10.58829594,1421671.088
"U/N Reef (99-483)",NaN,NaN,NaN,142.23225403,-10.58983707,335378.4397
"U/N Reef (99-484)",NaN,NaN,NaN,143.48846436,-10.59537983,835233.9643
"U/N Reef (99-485a)",NaN,NaN,NaN,142.20094299,-10.59562492,1322143.17
"U/N Reef (99-485b)",NaN,NaN,NaN,142.12936401,-10.72517967,15151553.88
"U/N Reef (99-486)",NaN,NaN,NaN,142.61952209,-10.5962286,1622946.67
"U/N Reef (99-487)",NaN,NaN,NaN,142.23448181,-10.59611511,938957.1326
"U/N Reef (99-488)",NaN,NaN,NaN,143.90899658,-10.59624958,709709.7963
"U/N Reef (99-489)",NaN,NaN,NaN,142.14419556,-10.61122322,8280015.896
"U/N Reef (99-491)",NaN,NaN,NaN,143.08979797,-10.59838772,3780400.676
"U/N Reef (99-492)",NaN,NaN,NaN,143.93231201,-10.59911919,3122525.915
"U/N Reef (99-493)",NaN,NaN,NaN,142.09736633,-10.60252666,1769516.706
"U/N Reef (99-494)",NaN,NaN,NaN,142.12101746,-10.60309219,1589507.165
"U/N Reef (99-495)",NaN,NaN,NaN,142.29420471,-10.60338593,6522102.845
"U/N Reef (99-496)",NaN,NaN,NaN,143.68252563,-10.60664749,13139470.12
"U/N Reef (99-497)",NaN,NaN,NaN,142.61273193,-10.60973167,1013304.27
"U/N Reef (99-498)",NaN,NaN,NaN,143.29719543,-10.61133671,1054131.506
"Alpha Reef (99-300)",NaN,NaN,NaN,142.51924133,-10.61234856,104059.8606
"Kagar Reef (99-302)",NaN,NaN,NaN,142.91264343,-10.59951687,34750305
"Mount Adolphus (Mori) Island Reef (No 1) (99-303a)",NaN,NaN,NaN,142.64582825,-10.6229496,1025437.926
"Mount Adolphus (Mori) Island Reef (No 2) (99-303b)",NaN,NaN,NaN,142.65339661,-10.6502285,2056940.081
"Mount Adolphus (Mori) Island Reef (No 3) (99-303c)",NaN,NaN,NaN,142.64463806,-10.63807487,1456567.68
"U/N Reef (99-499)",NaN,NaN,NaN,143.91023254,-10.61163521,2464176.612
"U/N Reef (99-500)",NaN,NaN,NaN,142.62643433,-10.61249447,470510.5233
"U/N Reef (99-501)",NaN,NaN,NaN,143.92382813,-10.61352062,449035.5744
"U/N Reef (99-503)",NaN,NaN,NaN,143.94464111,-10.61746407,3000739.172
"U/N Reef (99-504)",NaN,NaN,NaN,143.76292419,-10.62014294,339676.9339
"U/N Reef (99-505)",NaN,NaN,NaN,143.91281128,-10.62116051,29419.74058
"Asp Shoals (99-506)",NaN,NaN,NaN,142.37261963,-10.62128639,366536.2693
"U/N Reef (99-507)",NaN,NaN,NaN,143.90116882,-10.62301826,364943.7186
"U/N Reef (99-508)",NaN,NaN,NaN,143.43829346,-10.62349892,3564551.272
"U/N Reef (99-509)",NaN,NaN,NaN,143.47171021,-10.62406254,363720.7739
"U/N Reef (99-510)",NaN,NaN,NaN,143.90826416,-10.62424183,138392.2511
"U/N Reef (99-511)",NaN,NaN,NaN,143.93264771,-10.6364069,14454.20757
"Morilug Reef (99-304)",NaN,NaN,NaN,142.68212891,-10.64336491,487926.4637
"Kai-Damun Reef (99-305)",NaN,NaN,NaN,142.84977722,-10.65218353,25795520.9
"U/N Reef (99-306)",NaN,NaN,NaN,142.75430298,-10.65924644,539129.1954
"Akone Reef (99-311)",NaN,NaN,NaN,142.66995239,-10.66781425,285978.8202
"U/N Reef (99-312)",NaN,NaN,NaN,142.68395996,-10.66777039,616964.7472
"U/N Reef (99-345)",NaN,NaN,NaN,143.37475586,-10.62315369,2049545.695
"U/N Reef (99-346)",NaN,NaN,NaN,143.22283936,-10.63656139,7242323.225
"U/N Reef (99-512)",NaN,NaN,NaN,143.94122314,-10.63706112,6538976.279
"U/N Reef (99-513)",NaN,NaN,NaN,143.92826843,-10.63938808,7146.568019
"U/N Reef (99-514)",NaN,NaN,NaN,143.95027161,-10.6531477,7887183.763
"U/N Reef (99-515)",NaN,NaN,NaN,142.28140259,-10.69026089,513862.8638
"U/N Reef (99-517)",NaN,NaN,NaN,142.38166809,-10.70295334,830672.9964
"U/N Reef (99-518)",NaN,NaN,NaN,142.35195923,-10.70862865,2164501.084
"U/N Reef (99-347)",NaN,NaN,NaN,143.03775024,-10.64728355,4367577.576
"U/N Reef (99-379)",NaN,NaN,NaN,143.5645752,-10.6210928,18583053.62
"U/N Reef (99-380)",NaN,NaN,NaN,143.65130615,-10.6337719,5093763.875
"U/N Reef (99-383)",NaN,NaN,NaN,143.94801331,-10.67279911,6543816.18
"U/N Reef (99-388)",NaN,NaN,NaN,143.88838196,-10.67155743,214328.0239
"U/N Reef (99-393)",NaN,NaN,NaN,142.10798645,-10.35225391,943525.772
"U/N Reef (99-519)",NaN,NaN,NaN,142.43865967,-10.7097168,562227.3575
"U/N Reef (99-520)",NaN,NaN,NaN,142.36959839,-10.71320534,260822.8451
"U/N Reef (99-521a)",NaN,NaN,NaN,142.39076233,-10.74054527,2605912.18
"U/N Reef (99-521b)",NaN,NaN,NaN,142.41482544,-10.71356201,349120.1027
"U/N Reef (99-522)",NaN,NaN,NaN,142.29490662,-10.72233105,3232212.769
"U/N Reef (99-394)",NaN,NaN,NaN,142.05433655,-10.35640526,3259323.299
"U/N Reef (99-395)",NaN,NaN,NaN,143.94000244,-10.35257435,2223086.47
"U/N Reef (99-396)",NaN,NaN,NaN,142.90185547,-10.35701942,184401.8002
"U/N Reef (99-397)",NaN,NaN,NaN,142.20497131,-10.35999966,2938137.109
"U/N Reef (99-398)",NaN,NaN,NaN,143.93327332,-10.36300755,2795520.255
"U/N Reef (99-399)",NaN,NaN,NaN,142.36276245,-10.3681736,460842.2385
"U/N Reef (99-523)",NaN,NaN,NaN,142.41331482,-10.72872162,653568.2655
"U/N Reef (99-524)",NaN,NaN,NaN,142.42027283,-10.73625088,267645.1577
"U/N Reef (99-525)",NaN,NaN,NaN,142.25686646,-10.73745918,83625.25424
"U/N Reef (99-526)",NaN,NaN,NaN,142.40895081,-10.74411583,724005.6692
"U/N Reef (99-527)",NaN,NaN,NaN,142.25106812,-10.74208069,27231.31726
"U/N Reef (99-528)",NaN,NaN,NaN,142.22390747,-10.74445343,860775.5426
"U/N Reef (99-529)",NaN,NaN,NaN,142.39518738,-10.76003361,112525.8891
"U/N Reef (99-400)",NaN,NaN,NaN,142.12007141,-10.37453079,7591508.474
"U/N Reef (99-401)",NaN,NaN,NaN,143.58398438,-10.37177181,13174757.77
"U/N Reef (99-402)",NaN,NaN,NaN,143.9322052,-10.37400913,268827.3648
"U/N Reef (99-403)",NaN,NaN,NaN,143.55805969,-10.37684345,1196894.714
"U/N Reef (99-404)",NaN,NaN,NaN,143.54101563,-10.3779726,2869110.71
"U/N Reef (99-405)",NaN,NaN,NaN,143.92689514,-10.38629723,1753270.561
"Gubmarau Reef (99-406)",NaN,NaN,NaN,143.31996155,-10.38750362,7101573.872
"U/N Reef (99-530a)",NaN,NaN,NaN,142.37217712,-10.75922489,57025.59866
"U/N Reef (99-530b)",NaN,NaN,NaN,142.37446594,-10.7644434,310752.917
"U/N Reef (99-531)",NaN,NaN,NaN,142.21340942,-10.76595116,265528.4112
"U/N Reef (99-532)",NaN,NaN,NaN,142.38648987,-10.76795387,218902.6745
"U/N Reef (99-533)",NaN,NaN,NaN,142.39770508,-10.77231026,85540.47323
"U/N Reef (99-534)",NaN,NaN,NaN,142.21624756,-10.79534626,407628.1853
"U/N Reef (99-535)",NaN,NaN,NaN,142.31785583,-10.83879471,343022.85
"U/N Reef (99-536)",NaN,NaN,NaN,142.35838318,-10.84248734,189142.4619
"U/N Reef (99-537)",NaN,NaN,NaN,142.34820557,-10.84471703,70208.92444
"U/N Reef (99-408)",NaN,NaN,NaN,143.93966675,-10.39590645,7068334.284
"U/N Reef (99-409)",NaN,NaN,NaN,142.10569763,-10.40164375,78573.02409
"U/N Reef (99-410)",NaN,NaN,NaN,142.08807373,-10.40196323,316300.3425
"U/N Reef (99-411)",NaN,NaN,NaN,143.68026733,-10.40426159,10439079.1
"U/N Reef (99-412)",NaN,NaN,NaN,142.12106323,-10.40513325,1052378.649
"U/N Reef (99-413)",NaN,NaN,NaN,143.49008179,-10.40641785,6182804.381
"U/N Reef (99-414)",NaN,NaN,NaN,143.55044556,-10.40884876,10557736.98
"Susur Reef (99-415)",NaN,NaN,NaN,143.24757385,-10.4130106,1801418.318
"U/N Reef (99-416)",NaN,NaN,NaN,142.19416809,-10.42151928,35540837.81
"U/N Reef (99-417)",NaN,NaN,NaN,143.93301392,-10.42653561,11589056.44
"U/N Reef (99-418)",NaN,NaN,NaN,143.74188232,-10.42785358,1749317.414
"U/N Reef (99-419)",NaN,NaN,NaN,143.90977478,-10.43519688,121659.1279
"U/N Reef (99-420)",NaN,NaN,NaN,143.59120178,-10.43987274,3466778.993
"U/N Reef (99-538)",NaN,NaN,NaN,142.02526855,-10.84988022,495651.7313
"U/N Reef (99-539)",NaN,NaN,NaN,142.03067017,-10.88249016,1366035.638
"U/N Reef (99-540)",NaN,NaN,NaN,142.34033203,-10.88692379,1555429.692
"U/N Reef (99-541)",NaN,NaN,NaN,142.02375793,-10.94591045,3670067.118
"U/N Reef (99-542)",NaN,NaN,NaN,142.04104614,-10.95924282,3779357.696
"U/N Reef (99-543)",NaN,NaN,NaN,142.00819397,-10.97213459,1516690.2
"U/N Reef (99-545)",NaN,NaN,NaN,142.03926086,-10.49806881,241315.3789
"U/N Reef (99-809)",NaN,NaN,NaN,143.9584198,-10.68156528,384824.5562
"U/N Reef (99-421)",NaN,NaN,NaN,143.91273499,-10.44013119,190553.9298
"U/N Reef (99-422)",NaN,NaN,NaN,143.38131714,-10.44153595,2613994.936
"U/N Reef (99-423)",NaN,NaN,NaN,143.92022705,-10.44725609,1169883.112
"U/N Reef (99-424)",NaN,NaN,NaN,143.4752655,-10.45075321,5334467.161
"Beresford Shoals (99-425)",NaN,NaN,NaN,142.34686279,-10.4510088,8175513.885
"U/N Reef (99-426)",NaN,NaN,NaN,143.43640137,-10.45151424,359880.4519
"U/N Reef (99-427)",NaN,NaN,NaN,142.20481873,-10.45186138,10760568.77
"U/N Reef (99-428)",NaN,NaN,NaN,143.64826965,-10.45269299,12144612.17
"U/N Reef (99-429)",NaN,NaN,NaN,143.92172241,-10.45942211,5405613.592
"U/N Reef (99-430)",NaN,NaN,NaN,142.44352722,-10.46149445,1092598.636
"U/N Reef (99-431)",NaN,NaN,NaN,142.04185486,-10.46810913,239220.3561
"U/N Reef (16-118)",NaN,NaN,NaN,145.64805603,-16.3170414,3018119.036
"Passage Islet Reef (20-006)",NaN,NaN,NaN,148.44236755,-20.06514931,3449870.956
